"hotel","country","arrival_date_month","num_booking","num_cancel","distribution_channel","total_parking","total_special_request"
"Resort Hotel","IRL","July","45","3","Direct","0","40"
"City Hotel","PRT","January","2","0","GDS","0","0"
"City Hotel","POL","September","1","0","Corporate","0","0"
"City Hotel","BRA","August","10","2","Direct","0","3"
"City Hotel","HUN","November","2","0","Direct","0","0"
"Resort Hotel","BEL","April","7","0","Direct","0","1"
"Resort Hotel","AGO","April","3","0","Direct","3","0"
"City Hotel","CN","July","97","31","TA/TO","2","81"
"City Hotel","GRC","August","10","6","TA/TO","0","5"
"Resort Hotel","BEL","June","28","3","TA/TO","2","13"
"Resort Hotel","NOR","April","12","8","TA/TO","1","6"
"City Hotel","TUN","August","3","1","Direct","0","1"
"Resort Hotel","ZAF","October","1","0","Direct","1","0"
"Resort Hotel","LBN","June","4","2","TA/TO","0","2"
"Resort Hotel","SVK","November","1","0","Direct","0","0"
"City Hotel","TWN","March","2","1","TA/TO","0","2"
"City Hotel","PRT","June","2737","2091","TA/TO","18","607"
"Resort Hotel","GBR","April","9","0","Corporate","3","0"
"City Hotel","THA","February","5","4","TA/TO","0","8"
"City Hotel","FRA","October","2","0","GDS","0","1"
"City Hotel","VEN","May","1","0","Corporate","0","1"
"Resort Hotel","NLD","October","5","0","Direct","2","3"
"Resort Hotel","ARE","July","4","2","TA/TO","1","0"
"City Hotel","THA","October","6","4","TA/TO","0","7"
"Resort Hotel","THA","September","2","0","Direct","0","4"
"City Hotel","MMR","October","1","0","TA/TO","0","0"
"City Hotel","GRC","August","1","0","Corporate","0","0"
"Resort Hotel","COL","April","1","0","TA/TO","0","1"
"City Hotel","BRA","February","126","68","TA/TO","3","88"
"City Hotel","IND","April","1","0","Direct","0","0"
"Resort Hotel","AUT","July","11","2","TA/TO","3","12"
"Resort Hotel","DNK","March","5","1","TA/TO","0","4"
"City Hotel","ROU","October","30","13","TA/TO","0","35"
"Resort Hotel","PRT","January","528","122","TA/TO","79","422"
"City Hotel","NOR","January","11","1","TA/TO","0","6"
"Resort Hotel","AUT","May","18","1","TA/TO","2","3"
"Resort Hotel","ZAF","January","1","0","TA/TO","0","1"
"City Hotel","FIN","May","21","7","TA/TO","0","23"
"Resort Hotel","BEL","October","12","0","Corporate","3","1"
"City Hotel","NOR","August","3","0","Direct","0","2"
"City Hotel","IRL","December","3","1","Direct","0","0"
"City Hotel","JPN","November","2","0","Direct","0","0"
"City Hotel","SWE","June","78","22","TA/TO","0","55"
"City Hotel","LTU","March","2","0","TA/TO","1","1"
"City Hotel","DEU","February","215","47","TA/TO","1","157"
"Resort Hotel","MEX","April","1","0","TA/TO","0","1"
"City Hotel","ECU","May","2","0","TA/TO","0","3"
"City Hotel","SVN","September","3","0","TA/TO","0","3"
"Resort Hotel","LVA","October","4","0","TA/TO","0","3"
"City Hotel","ARG","September","8","1","TA/TO","0","7"
"Resort Hotel","NOR","November","2","0","Direct","0","4"
"City Hotel","ISR","March","104","4","TA/TO","0","79"
"City Hotel","PRT","February","198","85","Corporate","11","57"
"Resort Hotel","CZE","May","1","0","TA/TO","0","2"
"City Hotel","FRA","January","292","62","TA/TO","1","225"
"City Hotel","HRV","November","6","0","Corporate","0","0"
"City Hotel","SGP","April","3","2","TA/TO","0","2"
"Resort Hotel","MAR","September","3","3","TA/TO","0","1"
"Resort Hotel","POL","August","1","0","Direct","0","2"
"Resort Hotel","RUS","October","22","3","TA/TO","1","5"
"Resort Hotel","PRT","March","271","78","Corporate","23","40"
"City Hotel","AGO","October","2","0","Corporate","0","0"
"City Hotel","CMR","May","1","0","TA/TO","0","0"
"City Hotel","ITA","March","241","97","TA/TO","3","128"
"Resort Hotel","NLD","April","1","0","Corporate","1","0"
"Resort Hotel","COL","May","1","1","TA/TO","0","1"
"Resort Hotel","CHE","March","3","0","Direct","0","0"
"City Hotel","HUN","March","3","0","Direct","0","3"
"City Hotel","KOR","November","8","2","TA/TO","0","4"
"City Hotel","BRA","March","155","54","TA/TO","3","140"
"City Hotel","BGR","May","8","5","TA/TO","0","9"
"City Hotel","BRA","January","17","0","Corporate","0","3"
"Resort Hotel","ALB","June","1","1","TA/TO","0","0"
"City Hotel","IND","September","1","0","Direct","0","0"
"Resort Hotel","IND","April","2","0","Direct","0","0"
"Resort Hotel","BRA","November","21","4","TA/TO","2","19"
"Resort Hotel","MAR","July","13","8","TA/TO","2","15"
"City Hotel","USA","July","17","5","Direct","0","11"
"Resort Hotel","BRA","May","56","11","TA/TO","14","52"
"City Hotel","SGP","July","1","1","TA/TO","0","0"
"City Hotel","ESP","January","5","0","GDS","0","0"
"City Hotel","GRC","June","2","0","Corporate","0","1"
"City Hotel","POL","May","34","11","TA/TO","1","23"
"City Hotel","ITA","September","10","0","Corporate","0","1"
"Resort Hotel","TUR","September","9","3","TA/TO","0","1"
"Resort Hotel","NLD","January","11","0","Direct","2","4"
"City Hotel","ZAF","January","7","4","TA/TO","0","5"
"City Hotel","POL","June","1","0","GDS","0","0"
"City Hotel","SRB","September","1","0","TA/TO","0","0"
"City Hotel","MAC","March","7","7","TA/TO","0","6"
"City Hotel","PRT","April","152","38","Direct","17","118"
"Resort Hotel","ITA","March","28","4","TA/TO","4","25"
"Resort Hotel","CUB","May","1","0","TA/TO","0","2"
"City Hotel","THA","July","1","1","TA/TO","0","0"
"Resort Hotel","FRA","March","3","0","Corporate","0","0"
"Resort Hotel","FRA","February","26","5","Direct","5","15"
"City Hotel","IRL","October","8","0","Direct","0","6"
"City Hotel","CHL","December","3","3","TA/TO","0","3"
"City Hotel","IDN","November","2","1","TA/TO","0","3"
"City Hotel","HKG","April","6","4","TA/TO","0","11"
"City Hotel","BGD","December","3","3","TA/TO","0","0"
"City Hotel","NZL","July","1","0","Direct","0","0"
"City Hotel","LKA","April","1","0","Corporate","0","0"
"City Hotel","BEL","August","37","4","Direct","3","23"
"Resort Hotel","ISR","August","2","1","TA/TO","0","3"
"Resort Hotel","OMN","February","1","0","TA/TO","0","1"
"City Hotel","BGD","April","6","4","TA/TO","0","1"
"City Hotel","VEN","May","1","0","TA/TO","0","0"
"Resort Hotel","DEU","October","6","0","Corporate","0","0"
"City Hotel","CHE","November","2","0","Corporate","0","0"
"City Hotel","AUT","July","107","15","TA/TO","5","85"
"City Hotel","GRC","July","1","0","Corporate","0","0"
"City Hotel","POL","August","7","0","Direct","0","4"
"City Hotel","HRV","February","2","0","Corporate","0","0"
"City Hotel","GBR","August","614","218","TA/TO","16","526"
"Resort Hotel","HRV","April","1","1","TA/TO","0","2"
"City Hotel","CHE","September","68","13","TA/TO","2","64"
"City Hotel","IRL","April","1","0","Corporate","0","0"
"City Hotel","BGR","October","4","0","TA/TO","0","4"
"City Hotel","ROU","November","2","0","Corporate","0","1"
"City Hotel","CHE","December","8","1","Direct","0","3"
"City Hotel","NLD","June","11","1","Direct","1","5"
"City Hotel","PRT","May","244","66","Corporate","29","87"
"Resort Hotel","AUS","August","13","2","TA/TO","1","11"
"City Hotel","CHE","September","2","0","Corporate","0","0"
"City Hotel","ROU","March","1","0","Direct","0","0"
"Resort Hotel","CAF","September","1","0","TA/TO","0","1"
"City Hotel","KAZ","December","1","0","TA/TO","0","0"
"Resort Hotel","AUT","September","2","0","Direct","0","0"
"City Hotel","FRA","March","47","4","Direct","1","22"
"City Hotel","SAU","October","2","0","TA/TO","0","0"
"Resort Hotel","AUT","October","25","18","TA/TO","2","7"
"City Hotel","PHL","August","1","1","TA/TO","0","1"
"City Hotel","CHE","October","2","0","Corporate","0","0"
"City Hotel","CN","September","61","12","TA/TO","3","32"
"City Hotel","GBR","July","1","0","Corporate","0","0"
"City Hotel","MDV","May","1","1","TA/TO","0","0"
"City Hotel","ITA","March","1","0","GDS","0","0"
"Resort Hotel","FRA","July","26","5","Direct","6","15"
"Resort Hotel","TGO","June","1","0","TA/TO","0","2"
"Resort Hotel","NOR","January","1","0","TA/TO","1","1"
"City Hotel","ISR","May","3","0","Direct","2","2"
"City Hotel","FRA","June","2","0","GDS","0","1"
"City Hotel","CN","March","6","3","Direct","0","3"
"City Hotel","USA","November","39","8","TA/TO","3","38"
"City Hotel","HKG","August","1","1","TA/TO","0","1"
"City Hotel","CYP","June","1","0","Direct","0","0"
"City Hotel","KWT","May","1","1","TA/TO","0","1"
"City Hotel","MYS","December","1","0","TA/TO","0","0"
"City Hotel","POL","February","2","0","Direct","1","1"
"City Hotel","POL","June","3","2","Direct","0","0"
"City Hotel","IRL","August","19","5","Direct","1","13"
"City Hotel","DZA","January","5","1","TA/TO","0","3"
"City Hotel","TUR","October","20","1","TA/TO","0","19"
"City Hotel","CHN","August","53","27","TA/TO","0","47"
"City Hotel","USA","September","29","1","Direct","2","17"
"City Hotel","ALB","April","1","1","TA/TO","0","0"
"City Hotel","NZL","April","1","0","Direct","0","3"
"City Hotel","ISR","January","2","0","Direct","0","1"
"City Hotel","HRV","October","3","1","TA/TO","0","4"
"City Hotel","MLT","November","1","1","TA/TO","0","2"
"City Hotel","CRI","June","1","0","TA/TO","0","1"
"City Hotel","KAZ","May","2","1","TA/TO","0","1"
"City Hotel","STP","August","1","0","Direct","0","3"
"Resort Hotel","CHE","June","30","9","TA/TO","9","29"
"Resort Hotel","FIN","May","2","0","Direct","1","2"
"City Hotel","ZAF","December","1","1","TA/TO","0","1"
"Resort Hotel","HUN","March","2","1","TA/TO","1","1"
"City Hotel","CUB","December","1","0","Direct","0","2"
"City Hotel","NGA","January","2","0","TA/TO","0","0"
"City Hotel","PRT","September","241","46","Direct","22","110"
"City Hotel","LVA","September","2","1","TA/TO","0","1"
"City Hotel","CHE","February","1","0","Corporate","0","0"
"City Hotel","TUR","March","5","0","Direct","0","5"
"City Hotel","PHL","November","1","1","TA/TO","0","0"
"Resort Hotel","JOR","March","1","0","TA/TO","0","0"
"Resort Hotel","NZL","August","2","0","TA/TO","0","3"
"Resort Hotel","GBR","August","29","5","Direct","4","25"
"City Hotel","SWE","October","4","0","Direct","0","1"
"City Hotel","ISR","July","4","1","Direct","0","6"
"City Hotel","TUR","June","1","0","GDS","0","0"
"City Hotel","GRC","January","2","1","Direct","0","0"
"City Hotel","LBY","March","3","0","TA/TO","0","0"
"Resort Hotel","NGA","September","1","0","TA/TO","0","2"
"Resort Hotel","PRT","June","220","50","Direct","75","133"
"City Hotel","AUT","January","2","0","Corporate","0","1"
"City Hotel","BEL","September","14","1","Direct","0","3"
"City Hotel","CHL","July","3","0","TA/TO","0","3"
"Resort Hotel","ESP","January","1","0","Corporate","1","0"
"City Hotel","NOR","September","3","0","Direct","0","0"
"Resort Hotel","LTU","June","1","0","TA/TO","0","0"
"City Hotel","FRA","October","42","4","Direct","2","25"
"City Hotel","USA","November","2","0","Corporate","0","1"
"Resort Hotel","HRV","August","1","0","TA/TO","1","0"
"City Hotel","RUS","February","16","5","TA/TO","0","15"
"Resort Hotel","GEO","August","10","6","TA/TO","0","6"
"City Hotel","BGR","May","1","0","Direct","0","0"
"City Hotel","GEO","July","1","1","TA/TO","0","1"
"City Hotel","TZA","September","2","2","TA/TO","0","4"
"City Hotel","ESP","April","42","4","Direct","8","26"
"Resort Hotel","ITA","January","16","0","Direct","1","2"
"City Hotel","NLD","June","10","0","Corporate","0","1"
"City Hotel","ECU","June","2","0","TA/TO","0","2"
"City Hotel","BRA","May","1","0","GDS","0","1"
"Resort Hotel","ROU","February","3","3","TA/TO","0","5"
"Resort Hotel","FRA","January","24","0","Direct","7","2"
"Resort Hotel","NLD","January","1","0","Corporate","1","1"
"City Hotel","HUN","May","10","6","TA/TO","0","8"
"Resort Hotel","BRA","April","5","1","Direct","1","0"
"City Hotel","ATA","January","1","0","TA/TO","0","1"
"Resort Hotel","IND","July","5","4","TA/TO","1","2"
"City Hotel","GEO","March","2","2","TA/TO","0","1"
"City Hotel","DEU","December","12","2","Direct","2","8"
"City Hotel","SYR","February","1","0","Direct","0","0"
"Resort Hotel","CHE","July","79","37","TA/TO","8","75"
"City Hotel","COL","September","5","4","TA/TO","0","6"
"Resort Hotel","CHE","November","19","5","TA/TO","3","26"
"City Hotel","LUX","September","12","1","TA/TO","0","2"
"Resort Hotel","BEL","August","19","1","TA/TO","4","27"
"City Hotel","MOZ","March","1","0","Direct","0","0"
"City Hotel","FIN","March","23","4","TA/TO","0","7"
"Resort Hotel","HRV","June","2","0","TA/TO","2","2"
"City Hotel","BRA","June","1","0","Corporate","0","0"
"City Hotel","FRA","October","770","134","TA/TO","5","511"
"City Hotel","CHN","June","4","0","Direct","0","7"
"City Hotel","GAB","September","1","0","Direct","0","0"
"City Hotel","PHL","March","1","0","TA/TO","1","1"
"City Hotel","BEL","March","121","23","TA/TO","0","106"
"Resort Hotel","EST","May","1","1","TA/TO","0","0"
"City Hotel","ISR","November","4","2","Direct","0","1"
"City Hotel","DNK","June","3","0","Direct","0","2"
"City Hotel","ARG","January","4","0","Corporate","0","1"
"Resort Hotel","DEU","December","32","8","TA/TO","4","27"
"City Hotel","COL","July","8","2","TA/TO","2","5"
"Resort Hotel","GBR","February","55","0","Corporate","8","2"
"Resort Hotel","BEL","December","17","1","TA/TO","5","22"
"Resort Hotel","POL","June","31","2","Direct","0","5"
"Resort Hotel","BRA","December","3","0","Direct","2","4"
"Resort Hotel","DEU","January","6","1","Direct","0","0"
"City Hotel","USA","September","117","27","TA/TO","1","100"
"Resort Hotel","GBR","February","375","41","TA/TO","18","229"
"City Hotel","DNK","January","7","0","TA/TO","0","2"
"City Hotel","PER","November","5","3","TA/TO","0","5"
"Resort Hotel","SUR","May","1","0","TA/TO","0","1"
"Resort Hotel","ARG","September","1","0","TA/TO","0","1"
"City Hotel","CZE","June","1","0","Corporate","0","0"
"City Hotel","HRV","February","2","0","Direct","0","0"
"City Hotel","JPN","October","9","1","TA/TO","0","11"
"City Hotel","AUT","September","3","0","Direct","0","1"
"City Hotel","NOR","March","4","0","Direct","0","2"
"Resort Hotel","BEL","March","25","0","Corporate","3","0"
"City Hotel","IRL","May","16","4","Direct","1","11"
"Resort Hotel","SWE","July","3","1","Direct","1","0"
"Resort Hotel","DEU","March","1","0","Corporate","0","0"
"City Hotel","GHA","January","1","0","TA/TO","0","1"
"City Hotel","NLD","August","1","1","GDS","0","0"
"City Hotel","PRT","March","1663","1122","TA/TO","18","410"
"City Hotel","CHN","January","6","0","Direct","0","8"
"Resort Hotel","HUN","May","1","0","Direct","1","1"
"City Hotel","ARE","September","1","1","Direct","0","0"
"Resort Hotel","IND","September","1","0","TA/TO","0","0"
"Resort Hotel","FIN","June","8","2","TA/TO","2","11"
"City Hotel","TUN","March","2","2","TA/TO","0","1"
"City Hotel","PAK","January","1","1","TA/TO","0","0"
"City Hotel","DEU","June","674","91","TA/TO","12","505"
"Resort Hotel","FRA","March","17","1","Direct","4","18"
"City Hotel","TUN","December","1","0","TA/TO","0","0"
"City Hotel","JOR","November","6","0","TA/TO","0","0"
"City Hotel","AGO","June","10","8","TA/TO","0","3"
"City Hotel","NCL","May","1","0","TA/TO","0","2"
"Resort Hotel","GRC","November","3","2","TA/TO","1","3"
"City Hotel","EST","November","5","0","TA/TO","0","2"
"Resort Hotel","CHN","December","11","0","TA/TO","0","13"
"City Hotel","EGY","December","1","0","TA/TO","0","1"
"City Hotel","TWN","January","2","1","TA/TO","0","5"
"Resort Hotel","ARE","July","1","0","Direct","0","0"
"City Hotel","PRT","January","1070","722","TA/TO","23","239"
"Resort Hotel","NGA","February","1","0","TA/TO","0","0"
"Resort Hotel","GGY","December","1","1","TA/TO","0","0"
"City Hotel","MAR","August","7","3","Direct","0","2"
"City Hotel","VEN","October","3","0","TA/TO","0","4"
"City Hotel","CUB","February","1","0","TA/TO","0","0"
"Resort Hotel","SWE","February","2","0","Direct","0","1"
"Resort Hotel","USA","January","13","0","TA/TO","2","6"
"City Hotel","GBR","December","100","43","TA/TO","1","68"
"City Hotel","DZA","May","3","1","TA/TO","0","6"
"City Hotel","GBR","November","188","48","TA/TO","3","175"
"City Hotel","KOR","August","1","0","Direct","0","0"
"Resort Hotel","FRA","October","19","0","Direct","8","13"
"Resort Hotel","FRA","July","68","19","TA/TO","10","57"
"City Hotel","CHN","May","3","3","Direct","0","2"
"City Hotel","BRA","June","125","63","TA/TO","2","68"
"Resort Hotel","IRL","January","12","0","Direct","2","12"
"Resort Hotel","SWE","April","1","0","Direct","0","0"
"City Hotel","HUN","May","1","1","Direct","0","0"
"City Hotel","ISR","June","74","31","TA/TO","1","54"
"City Hotel","KWT","October","1","0","TA/TO","0","0"
"City Hotel","DZA","October","1","0","Corporate","0","0"
"Resort Hotel","CYP","January","1","0","Corporate","1","0"
"City Hotel","DEU","August","2","0","Corporate","0","0"
"City Hotel","BEL","August","217","48","TA/TO","8","208"
"Resort Hotel","SWE","November","14","6","TA/TO","1","11"
"City Hotel","VEN","September","5","4","TA/TO","0","4"
"City Hotel","THA","January","2","0","TA/TO","0","1"
"City Hotel","ISR","February","5","2","TA/TO","1","3"
"City Hotel","LBY","February","4","0","TA/TO","0","0"
"City Hotel","TWN","April","3","2","TA/TO","0","1"
"Resort Hotel","ISR","April","3","1","TA/TO","0","3"
"Resort Hotel","ALB","July","1","0","TA/TO","0","0"
"City Hotel","MDV","November","1","1","Direct","0","0"
"City Hotel","SWE","June","7","1","Direct","0","1"
"Resort Hotel","LVA","August","1","1","TA/TO","0","0"
"City Hotel","AUS","March","1","0","Corporate","0","0"
"Resort Hotel","IRL","February","2","0","Corporate","0","0"
"City Hotel","LUX","February","1","0","Direct","0","0"
"Resort Hotel","CN","December","6","1","TA/TO","0","9"
"Resort Hotel","TUR","October","2","0","TA/TO","0","0"
"City Hotel","ESP","January","25","3","Direct","6","11"
"City Hotel","NOR","January","1","1","GDS","0","0"
"City Hotel","GEO","April","1","1","TA/TO","0","0"
"City Hotel","PRT","September","3191","2339","TA/TO","9","608"
"Resort Hotel","CPV","October","2","0","Direct","0","0"
"City Hotel","AUS","June","54","20","TA/TO","0","43"
"City Hotel","IRQ","September","1","0","TA/TO","0","0"
"City Hotel","SEN","February","2","1","TA/TO","0","1"
"Resort Hotel","CHE","July","29","6","Direct","8","27"
"City Hotel","LVA","January","1","0","TA/TO","0","0"
"Resort Hotel","LTU","July","4","0","TA/TO","1","6"
"City Hotel","AZE","August","1","1","TA/TO","0","0"
"Resort Hotel","CHN","February","4","0","Direct","0","0"
"Resort Hotel","KAZ","June","1","1","TA/TO","0","1"
"City Hotel","PAN","January","4","0","TA/TO","0","1"
"City Hotel","MEX","May","1","0","Direct","0","0"
"Resort Hotel","ITA","April","17","1","TA/TO","8","16"
"Resort Hotel","GBR","December","24","1","Direct","4","13"
"City Hotel","BRA","August","77","34","TA/TO","1","68"
"Resort Hotel","MWI","November","2","0","TA/TO","2","2"
"Resort Hotel","CHE","November","1","0","Corporate","0","0"
"City Hotel","ROU","April","1","0","Corporate","0","0"
"City Hotel","IRL","February","7","0","Direct","0","3"
"Resort Hotel","RUS","July","34","16","TA/TO","1","28"
"City Hotel","NLD","June","153","37","TA/TO","6","121"
"Resort Hotel","ARG","January","1","0","Corporate","0","0"
"City Hotel","CPV","March","3","2","TA/TO","0","0"
"City Hotel","DEU","July","1","0","Corporate","0","0"
"City Hotel","MDV","July","1","1","TA/TO","0","0"
"City Hotel","MEX","April","1","0","TA/TO","0","0"
"City Hotel","AGO","October","4","2","Direct","0","0"
"City Hotel","ARE","June","1","1","Direct","0","0"
"City Hotel","CYP","August","4","0","TA/TO","0","4"
"City Hotel","CHE","November","2","2","Direct","0","0"
"Resort Hotel","DEU","February","38","5","TA/TO","6","34"
"City Hotel","NLD","October","10","2","Direct","1","6"
"Resort Hotel","BRA","March","5","0","Direct","1","0"
"City Hotel","ALB","November","1","0","Direct","0","0"
"Resort Hotel","HRV","May","2","0","TA/TO","0","2"
"City Hotel","TUR","March","1","0","Corporate","0","0"
"City Hotel","HUN","September","1","0","Direct","1","0"
"Resort Hotel","USA","August","14","1","Direct","3","8"
"City Hotel","DZA","June","2","0","TA/TO","0","1"
"City Hotel","ISR","August","3","1","Direct","0","2"
"City Hotel","NGA","February","2","0","TA/TO","0","0"
"City Hotel","FIN","September","16","2","TA/TO","1","15"
"Resort Hotel","ZAF","April","2","0","TA/TO","0","3"
"Resort Hotel","CN","December","1","1","Direct","0","1"
"Resort Hotel","FRA","November","132","8","TA/TO","29","108"
"City Hotel","IDN","April","3","1","TA/TO","0","1"
"City Hotel","VGB","August","1","1","TA/TO","0","0"
"City Hotel","BIH","October","3","1","TA/TO","0","6"
"Resort Hotel","MDV","October","1","0","TA/TO","0","0"
"City Hotel","BRA","June","11","2","Direct","1","9"
"City Hotel","PRY","June","2","0","TA/TO","0","2"
"Resort Hotel","LUX","February","1","0","TA/TO","1","1"
"City Hotel","NZL","March","4","0","TA/TO","0","3"
"Resort Hotel","DZA","January","1","1","TA/TO","0","0"
"City Hotel","CN","May","5","4","Direct","0","2"
"City Hotel","DZA","August","11","4","TA/TO","0","8"
"City Hotel","IRN","June","1","0","Corporate","0","0"
"City Hotel","ISR","February","2","0","Direct","0","3"
"City Hotel","GEO","November","1","0","TA/TO","0","0"
"Resort Hotel","DOM","October","1","0","TA/TO","0","1"
"Resort Hotel","KOR","December","1","0","TA/TO","0","1"
"City Hotel","BGR","March","1","0","Direct","1","4"
"City Hotel","GRC","November","1","0","Direct","0","0"
"Resort Hotel","LUX","January","2","2","TA/TO","0","0"
"City Hotel","CHE","May","24","2","Direct","0","11"
"Resort Hotel","HUN","April","5","3","TA/TO","1","2"
"City Hotel","ARG","May","17","7","TA/TO","0","13"
"Resort Hotel","BRA","March","2","0","Corporate","0","0"
"Resort Hotel","NLD","March","25","1","Corporate","2","0"
"Resort Hotel","ZAF","July","5","0","TA/TO","1","6"
"City Hotel","LUX","March","18","7","TA/TO","0","11"
"Resort Hotel","RUS","November","9","0","TA/TO","2","8"
"Resort Hotel","NOR","March","6","1","TA/TO","0","3"
"City Hotel","USA","January","65","7","TA/TO","3","73"
"City Hotel","CZE","September","2","0","GDS","0","0"
"City Hotel","BHR","April","2","1","TA/TO","0","3"
"City Hotel","FIN","February","1","0","Corporate","0","0"
"Resort Hotel","HRV","April","1","0","Direct","0","1"
"Resort Hotel","GBR","April","529","68","TA/TO","38","292"
"Resort Hotel","CHL","February","5","2","TA/TO","1","5"
"City Hotel","QAT","April","3","3","TA/TO","0","0"
"City Hotel","SRB","May","5","0","TA/TO","0","3"
"Resort Hotel","GBR","October","175","24","Direct","12","29"
"City Hotel","PRT","April","2260","1757","TA/TO","7","366"
"City Hotel","DEU","December","170","57","TA/TO","2","121"
"City Hotel","USA","August","40","4","Direct","2","52"
"Resort Hotel","POL","May","22","4","TA/TO","6","19"
"Resort Hotel","NLD","November","40","3","TA/TO","9","48"
"City Hotel","ESP","May","29","5","Corporate","0","8"
"City Hotel","USA","February","1","0","Corporate","0","0"
"City Hotel","CHL","October","2","1","TA/TO","0","1"
"City Hotel","AGO","September","14","6","TA/TO","1","16"
"Resort Hotel","SVK","March","2","0","Direct","0","0"
"City Hotel","GBR","May","3","0","Corporate","0","0"
"Resort Hotel","CHE","May","7","2","Direct","3","3"
"City Hotel","CN","December","1","0","Direct","0","0"
"City Hotel","JPN","October","4","0","Direct","0","2"
"City Hotel","ECU","April","1","1","Direct","0","0"
"Resort Hotel","MAR","January","4","0","TA/TO","2","3"
"City Hotel","GBR","April","2","0","Corporate","0","0"
"Resort Hotel","PRT","November","329","81","Corporate","40","34"
"Resort Hotel","DNK","July","2","0","Direct","0","1"
"City Hotel","HKG","March","1","1","TA/TO","0","0"
"Resort Hotel","PRT","July","100","50","Corporate","5","21"
"Resort Hotel","LTU","October","4","0","TA/TO","2","4"
"Resort Hotel","EST","October","2","0","TA/TO","0","3"
"Resort Hotel","IRL","June","246","80","TA/TO","5","239"
"Resort Hotel","ZAF","October","2","2","TA/TO","0","3"
"City Hotel","DEU","January","12","5","Direct","0","2"
"City Hotel","ASM","January","1","0","TA/TO","0","1"
"City Hotel","TUN","February","4","0","TA/TO","0","2"
"Resort Hotel","IRL","August","1","0","Corporate","1","1"
"Resort Hotel","ISL","August","1","0","TA/TO","0","2"
"City Hotel","FIN","November","4","0","Direct","0","2"
"City Hotel","JPN","April","5","2","TA/TO","0","1"
"City Hotel","ESP","April","287","149","TA/TO","22","192"
"City Hotel","PER","February","1","0","TA/TO","0","1"
"City Hotel","TUN","September","3","0","TA/TO","0","6"
"City Hotel","DEU","November","3","0","Corporate","0","1"
"City Hotel","DZA","April","2","1","Corporate","0","0"
"City Hotel","KOR","August","4","2","TA/TO","0","2"
"City Hotel","TUR","February","10","8","TA/TO","0","5"
"Resort Hotel","GRC","July","2","0","TA/TO","1","3"
"City Hotel","HRV","September","3","1","TA/TO","0","1"
"City Hotel","SVK","April","3","2","TA/TO","0","1"
"Resort Hotel","CHL","September","2","0","TA/TO","0","2"
"City Hotel","HUN","June","5","0","Corporate","0","0"
"Resort Hotel","CYP","December","1","0","Corporate","0","0"
"City Hotel","URY","March","2","2","TA/TO","0","2"
"City Hotel","PER","May","2","1","TA/TO","0","1"
"City Hotel","CZE","January","4","0","TA/TO","0","0"
"City Hotel","BLR","January","2","1","TA/TO","0","0"
"City Hotel","FIN","March","6","0","Direct","0","1"
"City Hotel","COL","August","2","0","Direct","0","3"
"City Hotel","BEL","September","130","19","TA/TO","2","134"
"City Hotel","LVA","December","1","0","TA/TO","0","1"
"City Hotel","NZL","September","1","0","Direct","0","0"
"City Hotel","BRA","November","79","32","TA/TO","2","88"
"City Hotel","KEN","January","1","0","TA/TO","0","1"
"City Hotel","JPN","October","1","0","Corporate","0","0"
"City Hotel","TUN","May","3","2","TA/TO","0","1"
"City Hotel","AGO","August","17","2","Direct","0","1"
"Resort Hotel","DNK","February","2","0","TA/TO","0","1"
"City Hotel","BRA","May","3","0","Corporate","0","0"
"City Hotel","CN","November","2","0","Direct","0","0"
"City Hotel","RUS","June","26","17","TA/TO","0","16"
"City Hotel","RUS","February","1","0","GDS","0","0"
"City Hotel","MDV","December","1","1","TA/TO","0","0"
"Resort Hotel","SWE","October","4","0","Direct","1","0"
"Resort Hotel","PRI","September","1","0","Corporate","0","0"
"Resort Hotel","COL","June","1","0","TA/TO","0","0"
"City Hotel","ESP","June","205","97","TA/TO","8","147"
"City Hotel","ARE","May","2","2","TA/TO","0","0"
"Resort Hotel","FIN","December","7","0","TA/TO","3","6"
"City Hotel","RUS","May","1","0","Corporate","0","0"
"City Hotel","TWN","December","2","1","TA/TO","0","0"
"City Hotel","LTU","July","1","0","TA/TO","0","1"
"Resort Hotel","NOR","August","1","0","Corporate","1","0"
"Resort Hotel","ITA","July","5","0","Direct","1","3"
"Resort Hotel","BHR","August","1","1","TA/TO","0","1"
"City Hotel","ESP","July","1","1","GDS","0","0"
"City Hotel","ESP","July","7","0","Corporate","0","0"
"Resort Hotel","GBR","May","154","9","Direct","30","29"
"City Hotel","GBR","January","117","30","TA/TO","3","81"
"Resort Hotel","BRA","February","1","0","Corporate","0","0"
"City Hotel","AGO","January","56","41","TA/TO","0","24"
"Resort Hotel","SVK","June","2","2","TA/TO","0","0"
"City Hotel","CHE","May","1","1","GDS","0","0"
"City Hotel","MOZ","May","12","1","TA/TO","0","1"
"City Hotel","DZA","October","19","1","TA/TO","0","3"
"City Hotel","URY","June","1","0","TA/TO","0","1"
"City Hotel","ITA","February","158","65","TA/TO","3","113"
"Resort Hotel","NZL","February","1","0","Corporate","0","0"
"City Hotel","KEN","June","1","0","TA/TO","0","2"
"City Hotel","ECU","December","1","0","Direct","0","1"
"City Hotel","SAU","August","2","2","TA/TO","0","2"
"City Hotel","SEN","January","1","1","TA/TO","0","0"
"City Hotel","PHL","December","1","1","TA/TO","0","3"
"Resort Hotel","AUT","October","2","0","Direct","2","0"
